"D_or_L","Origin_Warehouse","Destination","Carrier","ShipWeekday","Shipment_Date","Delivery_Date","Transit_Days","Distance_miles","Weight_kg","Cost"
"0","Warehouse_CHI","Atlanta","DHL","Wednesday",2023-07-19,2023-07-24,5,1814,7.7,272.22
"0","Warehouse_SEA","Portland","LaserShip","Wednesday",2023-05-17,2023-05-23,6,2220,16.6,261.31
"0","Warehouse_NYC","Portland","USPS","Friday",2023-04-07,2023-04-13,6,2420,20.8,289.2
"1","Warehouse_SF","Atlanta","Amazon Logistics","Thursday",2023-02-23,2023-03-02,7,613,6.6,81.82
"0","Warehouse_BOS","San Francisco","LaserShip","Monday",2023-08-07,2023-08-13,6,2170,21.5,293.41
"0","Warehouse_MIA","Los Angeles","DHL","Thursday",2023-07-27,2023-07-29,2,451,13.7,87.28
"1","Warehouse_NYC","Dallas","Amazon Logistics","Thursday",2023-12-21,2024-01-08,18,1052,16,158.75
"1","Warehouse_SEA","Portland","USPS","Friday",2023-01-27,2023-02-08,12,379,20,63.36
"0","Warehouse_ATL","Phoenix","DHL","Sunday",2023-03-12,2023-03-17,5,1931,4.2,266.62
"0","Warehouse_ATL","Minneapolis","UPS","Monday",2023-05-22,2023-05-30,8,2449,12.4,345.97
"0","Warehouse_HOU","Atlanta","USPS","Tuesday",2023-02-07,2023-02-11,4,800,15.6,116.02
"0","Warehouse_SF","Dallas","USPS","Sunday",2023-07-23,2023-07-26,3,1323,43.4,196.44
"0","Warehouse_SEA","Detroit","OnTrac","Wednesday",2023-05-31,2023-06-05,5,510,46.6,122.94
"0","Warehouse_NYC","San Francisco","USPS","Friday",2023-11-24,2023-11-27,3,465,9.5,76.52
"0","Warehouse_LA","Chicago","OnTrac","Saturday",2023-01-14,2023-01-18,4,664,16.1,105.58
"0","Warehouse_SF","New York","FedEx","Tuesday",2023-07-11,2023-07-17,6,2356,88.9,424.24
"1","Warehouse_MIA","New York","USPS","Sunday",2023-06-04,2023-06-07,3,944,24.8,140.88
"0","Warehouse_LA","Denver","Amazon Logistics","Saturday",2023-10-28,2023-11-05,8,1746,18.1,242.86
"0","Warehouse_HOU","Portland","LaserShip","Tuesday",2023-03-07,2023-03-11,4,2067,29.7,271.76
"0","Warehouse_BOS","Boston","FedEx","Monday",2023-05-01,2023-05-05,4,1053,5404.2,226.51
"0","Warehouse_CHI","Los Angeles","OnTrac","Tuesday",2023-10-03,2023-10-05,2,447,32.2,96.92
"0","Warehouse_DEN","Houston","OnTrac","Friday",2023-01-06,2023-01-10,4,1834,119.7,390.46
"0","Warehouse_LA","New York","LaserShip","Sunday",2023-11-05,2023-11-11,6,1780,17.3,309.39
"0","Warehouse_CHI","Detroit","UPS","Friday",2023-12-01,2023-12-03,2,283,13.8,63.06
"0","Warehouse_ATL","Houston","OnTrac","Wednesday",2023-07-19,2023-07-24,5,2393,79.3,348.67
"0","Warehouse_CHI","Denver","UPS","Wednesday",2023-10-25,2023-10-30,5,1000,5.9,145.47
"0","Warehouse_NYC","Dallas","DHL","Monday",2023-04-17,2023-04-18,1,351,26.2,86.35
"0","Warehouse_LA","Seattle","UPS","Tuesday",2023-01-03,2023-01-08,5,1135,16.8,174.76
"0","Warehouse_BOS","Seattle","USPS","Saturday",2023-03-04,2023-03-08,4,1794,24.1,213.6
"0","Warehouse_NYC","Seattle","DHL","Thursday",2023-08-17,2023-08-21,4,1919,10.2,286.07
"0","Warehouse_NYC","Minneapolis","OnTrac","Thursday",2023-08-03,2023-08-06,3,801,25.6,114.68
"0","Warehouse_MIA","Miami","FedEx","Sunday",2023-11-12,2023-11-14,2,218,6.1,39.84
"0","Warehouse_LA","Phoenix","UPS","Monday",2023-07-31,2023-08-04,4,373,29.9,84.58
"0","Warehouse_ATL","Boston","OnTrac","Saturday",2023-11-25,2023-11-29,4,1306,7.2,212.11
"0","Warehouse_CHI","Minneapolis","Amazon Logistics","Monday",2023-07-24,2023-07-31,7,2247,40.7,292.44
"0","Warehouse_CHI","Los Angeles","Amazon Logistics","Sunday",2023-09-10,2023-09-14,4,1603,34.7,252.26
"0","Warehouse_SF","Detroit","LaserShip","Sunday",2023-11-12,2023-11-15,3,1099,24.8,206.07
"0","Warehouse_HOU","Miami","OnTrac","Monday",2023-11-27,2023-12-02,5,1012,28.1,195.61
"0","Warehouse_NYC","San Francisco","Amazon Logistics","Friday",2023-09-01,2023-09-03,2,392,10.7,197.9
"0","Warehouse_MIA","Detroit","DHL","Thursday",2023-05-25,2023-06-01,7,2012,32.8,303.32
"0","Warehouse_SF","Seattle","DHL","Sunday",2023-05-21,2023-05-28,7,2273,29.5,326.18
"0","Warehouse_SEA","Atlanta","UPS","Saturday",2023-06-24,2023-06-28,4,1919,21.7,291.81
"0","Warehouse_ATL","Chicago","DHL","Tuesday",2023-06-13,2023-06-17,4,1506,37,279.2
"0","Warehouse_HOU","Miami","DHL","Saturday",2023-10-14,2023-10-20,6,2053,21.6,334.73
"0","Warehouse_CHI","Denver","UPS","Monday",2023-08-28,2023-08-31,3,1000,40.7,175.45
"0","Warehouse_NYC","Minneapolis","FedEx","Wednesday",2023-08-30,2023-09-07,8,2141,84.8,383.33
"0","Warehouse_HOU","Seattle","Amazon Logistics","Sunday",2023-12-24,2023-12-29,5,2225,13.7,328.21
"0","Warehouse_CHI","Miami","LaserShip","Tuesday",2023-05-02,2023-05-05,3,1350,20.5,171.02
"0","Warehouse_SEA","Los Angeles","USPS","Thursday",2023-11-16,2023-11-22,6,2393,9.2,197.9
"1","Warehouse_SEA","Atlanta","DHL","Tuesday",2023-12-12,2023-12-22,10,620,78.2,211.42
"0","Warehouse_ATL","Seattle","Amazon Logistics","Saturday",2023-05-13,2023-05-18,5,2018,17.2,247.67
"0","Warehouse_DEN","Minneapolis","Amazon Logistics","Saturday",2023-07-08,2023-07-12,4,1949,14.7,243.7
"0","Warehouse_HOU","Atlanta","FedEx","Friday",2023-05-12,2023-05-15,3,800,18.9,122.95
"0","Warehouse_HOU","Detroit","FedEx","Wednesday",2023-03-08,2023-03-13,5,2307,8.1,290.02
"0","Warehouse_SEA","Detroit","LaserShip","Thursday",2023-01-12,2023-01-18,6,2041,44.3,311.3
"0","Warehouse_CHI","New York","DHL","Monday",2023-06-19,2023-06-22,3,628,59.9,183.69
"1","Warehouse_DEN","Portland","LaserShip","Sunday",2023-01-15,2023-01-22,7,1852,8.8,210.56
"0","Warehouse_CHI","Los Angeles","FedEx","Thursday",2023-03-02,2023-03-04,2,162,10.5,33.67
"0","Warehouse_CHI","Chicago","Amazon Logistics","Wednesday",2023-05-17,2023-05-23,6,1995,16.6,256.68
"0","Warehouse_MIA","Minneapolis","DHL","Friday",2023-09-15,2023-09-24,9,1469,23.5,213.18
"0","Warehouse_CHI","Denver","FedEx","Sunday",2023-01-29,2023-02-02,4,1000,34.9,162.44
"0","Warehouse_LA","Portland","UPS","Sunday",2023-05-21,2023-05-28,7,2187,14.6,1597.99
"0","Warehouse_NYC","Miami","LaserShip","Monday",2023-02-06,2023-02-10,4,1875,49,265.52
"0","Warehouse_HOU","Houston","Amazon Logistics","Friday",2023-10-06,2023-10-10,4,1705,82.4,279.42
"0","Warehouse_SF","New York","USPS","Wednesday",2023-08-09,2023-08-13,4,409,23.5,79.71
"0","Warehouse_SEA","Seattle","USPS","Thursday",2023-06-15,2023-06-17,2,513,17.2,84.6
"0","Warehouse_BOS","Denver","LaserShip","Monday",2023-04-17,2023-04-24,7,1974,21.1,256.12
"1","Warehouse_NYC","Boston","USPS","Friday",2023-12-08,2023-12-11,3,215,6.7,42.11
"0","Warehouse_DEN","Seattle","OnTrac","Friday",2023-04-21,2023-04-23,2,284,17.4,59.13
"1","Warehouse_LA","Portland","FedEx","Wednesday",2023-11-01,2023-11-04,3,1128,31.2,228.61
"0","Warehouse_HOU","San Francisco","LaserShip","Sunday",2023-09-10,2023-09-11,1,231,25.7,55.3
"0","Warehouse_MIA","Denver","OnTrac","Sunday",2023-01-29,2023-02-02,4,542,35.6,107.89
"0","Warehouse_DEN","New York","OnTrac","Thursday",2023-06-15,2023-06-16,1,636,29.4,116.46
"0","Warehouse_NYC","Portland","USPS","Wednesday",2023-08-02,2023-08-07,5,1438,16.7,179.65
"0","Warehouse_BOS","Phoenix","Amazon Logistics","Friday",2023-06-23,2023-06-25,2,822,7.2,97.04
"0","Warehouse_HOU","Phoenix","Amazon Logistics","Wednesday",2023-10-11,2023-10-14,3,744,11.7,94.37
"0","Warehouse_MIA","Portland","UPS","Wednesday",2023-07-26,2023-07-31,5,1549,27.6,242.8
"0","Warehouse_LA","Phoenix","LaserShip","Tuesday",2023-01-31,2023-02-03,3,373,20.5,75.98
"0","Warehouse_SF","Miami","LaserShip","Saturday",2023-04-22,2023-04-28,6,2478,41,321.15
"0","Warehouse_MIA","Seattle","OnTrac","Tuesday",2023-04-04,2023-04-05,1,142,13.8,30.2
"0","Warehouse_LA","Seattle","USPS","Monday",2023-09-11,2023-09-14,3,1135,34.2,156.85
"0","Warehouse_BOS","Denver","DHL","Monday",2023-12-11,2023-12-14,3,1467,10.4,197.9
"0","Warehouse_DEN","Miami","USPS","Friday",2023-08-04,2023-08-10,6,2353,20.3,295.36
"0","Warehouse_HOU","Detroit","LaserShip","Friday",2023-03-03,2023-03-06,3,1163,9.9,161.25
"0","Warehouse_CHI","Detroit","Amazon Logistics","Monday",2023-06-26,2023-06-27,1,283,9.5,43.35
"0","Warehouse_ATL","Dallas","Amazon Logistics","Thursday",2023-11-30,2023-12-03,3,1068,27,188.63
"0","Warehouse_SEA","Boston","Amazon Logistics","Saturday",2023-12-16,2023-12-21,5,1875,12.9,305.45
"0","Warehouse_LA","Detroit","FedEx","Tuesday",2023-11-21,2023-11-28,7,2430,61.7,455.69
"0","Warehouse_SF","Portland","LaserShip","Friday",2023-04-14,2023-04-16,2,505,25.3,92.95
"0","Warehouse_LA","Seattle","OnTrac","Wednesday",2023-07-05,2023-07-10,5,1135,26.4,161.78
"1","Warehouse_ATL","Minneapolis","USPS","Sunday",2023-06-18,2023-06-22,4,1868,69,302.62
"0","Warehouse_ATL","Portland","USPS","Tuesday",2023-10-24,2023-10-31,7,2191,17,283.07
"0","Warehouse_SEA","Chicago","USPS","Thursday",2023-08-31,2023-09-02,2,971,18,197.9
"0","Warehouse_LA","New York","UPS","Friday",2023-12-29,2024-01-04,6,1899,15.9,329.11
"0","Warehouse_SF","Chicago","LaserShip","Sunday",2023-02-26,2023-03-02,4,1754,9.1,210.06
"0","Warehouse_DEN","Los Angeles","USPS","Thursday",2023-07-27,2023-08-02,6,2114,22.8,287.52
"0","Warehouse_DEN","Portland","LaserShip","Wednesday",2023-09-13,2023-09-16,3,1084,10.1,138.89
"0","Warehouse_HOU","Houston","OnTrac","Saturday",2023-04-22,2023-04-26,4,1375,22.6,208.71
"0","Warehouse_HOU","Denver","UPS","Friday",2023-06-16,2023-06-19,3,1030,6.9,133.01
"0","Warehouse_CHI","Los Angeles","DHL","Tuesday",2023-12-19,2023-12-21,2,169,10.1,42.45
"0","Warehouse_CHI","New York","USPS","Tuesday",2023-02-28,2023-03-03,3,706,39,112.83
"0","Warehouse_BOS","Los Angeles","OnTrac","Saturday",2023-02-18,2023-02-21,3,985,30,143.34
"1","Warehouse_DEN","Denver","FedEx","Friday",2023-06-09,2023-06-12,3,506,24,103.6
"0","Warehouse_BOS","Atlanta","UPS","Tuesday",2023-03-07,2023-03-11,4,545,47.5,127.02
"0","Warehouse_DEN","Dallas","FedEx","Wednesday",2023-01-25,2023-01-28,3,1116,26.5,181.68
"0","Warehouse_MIA","Chicago","DHL","Saturday",2023-02-25,2023-02-28,3,992,9.8,157.8
"0","Warehouse_SEA","New York","USPS","Wednesday",2023-01-25,2023-01-26,1,247,6.1,38.31
"0","Warehouse_MIA","Boston","FedEx","Friday",2023-10-20,2023-10-25,5,1734,12.9,245.79
"0","Warehouse_SEA","Chicago","UPS","Sunday",2023-10-01,2023-10-05,4,1515,25.7,208.58
"1","Warehouse_LA","Phoenix","UPS","Friday",2023-04-28,2023-05-07,9,373,10.9,66.58
"0","Warehouse_MIA","San Francisco","LaserShip","Tuesday",2023-11-21,2023-11-27,6,1900,31.5,320.88
"0","Warehouse_HOU","Los Angeles","UPS","Thursday",2023-09-07,2023-09-15,8,2317,36.7,314.18
"0","Warehouse_CHI","Houston","USPS","Tuesday",2023-01-03,2023-01-10,7,2300,19.2,300.32
"0","Warehouse_HOU","Dallas","UPS","Sunday",2023-02-05,2023-02-11,6,2226,53.9,377.64
"0","Warehouse_SEA","Denver","LaserShip","Thursday",2023-03-16,2023-03-21,5,826,39.4,149.04
"0","Warehouse_NYC","Seattle","LaserShip","Friday",2023-01-27,2023-02-03,7,1577,73.2,294.41
"0","Warehouse_LA","Dallas","Amazon Logistics","Saturday",2023-10-07,2023-10-10,3,1435,8.3,174.8
"0","Warehouse_SF","Dallas","OnTrac","Friday",2023-11-10,2023-11-13,3,943,20.4,149.89
"0","Warehouse_HOU","Chicago","LaserShip","Friday",2023-03-10,2023-03-14,4,1843,9.5,217.11
"0","Warehouse_ATL","Houston","USPS","Thursday",2023-06-29,2023-06-30,1,209,9.5,31.25
"0","Warehouse_NYC","Houston","FedEx","Tuesday",2023-05-23,2023-05-27,4,1711,16.1,252.26
"0","Warehouse_LA","Houston","DHL","Wednesday",2023-08-09,2023-08-13,4,693,14.4,125.69
"0","Warehouse_ATL","Houston","LaserShip","Saturday",2023-12-16,2023-12-18,2,998,18.7,166.44
"0","Warehouse_LA","Dallas","Amazon Logistics","Thursday",2023-09-07,2023-09-11,4,1435,27.8,198.3
"1","Warehouse_CHI","Houston","UPS","Wednesday",2023-05-10,2023-05-23,13,2345,29.6,300.77
"0","Warehouse_CHI","Atlanta","USPS","Monday",2023-04-24,2023-04-29,5,2030,31.3,291.05
"0","Warehouse_SF","Portland","FedEx","Friday",2023-05-05,2023-05-10,5,1675,54.6,307.9
"0","Warehouse_SF","Detroit","DHL","Friday",2023-03-03,2023-03-09,6,1813,21.5,264.67
"0","Warehouse_SF","New York","UPS","Sunday",2023-02-19,2023-02-21,2,596,20.1,100.6
"0","Warehouse_DEN","Minneapolis","OnTrac","Saturday",2023-03-11,2023-03-19,8,1174,33.9,172.51
"0","Warehouse_SEA","Atlanta","Amazon Logistics","Tuesday",2023-05-16,2023-05-17,1,145,36.5,58.02
"0","Warehouse_LA","Denver","UPS","Sunday",2023-10-29,2023-10-30,1,111,33,58.45
"0","Warehouse_NYC","New York","DHL","Thursday",2023-09-28,2023-10-03,5,2018,40,308.59
"1","Warehouse_MIA","Detroit","OnTrac","Thursday",2023-10-12,2023-10-17,5,236,4.8,31.95
"0","Warehouse_HOU","Miami","LaserShip","Tuesday",2023-08-01,2023-08-04,3,948,6.5,115.78
"0","Warehouse_LA","Atlanta","Amazon Logistics","Wednesday",2023-01-18,2023-01-26,8,2309,78.2,392
"0","Warehouse_CHI","Miami","FedEx","Thursday",2023-12-07,2023-12-12,5,1350,29.1,240.47
"0","Warehouse_HOU","Chicago","OnTrac","Monday",2023-02-13,2023-02-18,5,1877,38.8,248.5
"0","Warehouse_SEA","Seattle","DHL","Tuesday",2023-06-27,2023-07-03,6,2300,17.7,368.38
"0","Warehouse_ATL","Portland","OnTrac","Wednesday",2023-10-04,2023-10-05,1,177,43.2,73.03
"0","Warehouse_CHI","Boston","DHL","Friday",2023-06-09,2023-06-15,6,2350,10.3,355.32
"0","Warehouse_SF","Seattle","Amazon Logistics","Friday",2023-11-10,2023-11-12,2,237,59.7,130
"0","Warehouse_BOS","San Francisco","FedEx","Wednesday",2023-01-18,2023-01-23,5,1616,7.9,217.78
"0","Warehouse_HOU","Phoenix","UPS","Friday",2023-10-27,2023-11-01,5,1708,36.5,279.47
"0","Warehouse_HOU","Portland","LaserShip","Monday",2023-02-13,2023-02-19,6,1912,11.4,250.32
"0","Warehouse_SEA","Detroit","USPS","Tuesday",2023-10-17,2023-10-22,5,2188,10.9,272.31
"0","Warehouse_MIA","Portland","OnTrac","Saturday",2023-07-08,2023-07-12,4,2321,49.5,360.74
